"Protein ID","Protein Description (TAIR10)","Gene name","Subcellular localisation marker (known localisation)","PepNumber_Gradient A","PepNumber_Gradient B","misssing_values_Gradient A","misssing_values_Gradient B",A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10
AT1G18540,"Ribosomal protein L6 family protein; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: in 8 components; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L6, N-terminal (InterPro:IPR005568), Ribosomal protein L6E (InterPro:IPR000915); BEST Arabidopsis thaliana protein match is: Ribosomal protein L6 family protein (TAIR:AT1G74050.1); Has 758 Blast hits to 758 proteins in 286 species: Archae - 33; Bacteria - 0; Metazoa - 332; Fungi - 149; Plants - 117; Viruses - 0; Other Eukaryotes - 127 (source: NCBI BLink)."," ",Ribosome,3,4,0,0,0.148249423,0.133739855,0.112457944,0.111135244,0.07627129,0.081575318,0.115903242,0.082990668,0.063882259,0.073794757,0.096654636,0.121966256,0.069989386,0.106801622,0.055764088,0.051564402,0.138314627,0.084828124,0.138093139,0.13602372
AT5G51830,"pfkB-like carbohydrate kinase family protein; FUNCTIONS IN: kinase activity, ribokinase activity; INVOLVED IN: response to cadmium ion; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Carbohydrate/purine kinase (InterPro:IPR011611), Ribokinase (InterPro:IPR002139), Carbohydrate/puine kinase, PfkB, conserved site (InterPro:IPR002173); BEST Arabidopsis thaliana protein match is: pfkB-like carbohydrate kinase family protein (TAIR:AT1G66430.1); Has 18609 Blast hits to 18603 proteins in 2379 species: Archae - 380; Bacteria - 13935; Metazoa - 140; Fungi - 105; Plants - 504; Viruses - 0; Other Eukaryotes - 3545 (source: NCBI BLink)."," "," ",4,5,0,0,0.02274312,0.011859866,0.036986537,0.111208135,0.059819983,0.084978872,0.157646949,0.177587883,0.165192039,0.171976617,0.08959531,0.033836908,0.018555214,0.06539794,0.130513915,0.104015231,0.128809652,0.153027936,0.099466908,0.176780986
AT3G14840,"Leucine-rich repeat transmembrane protein kinase; FUNCTIONS IN: protein serine/threonine kinase activity, protein kinase activity, ATP binding; INVOLVED IN: protein amino acid phosphorylation; LOCATED IN: plasma membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Malectin/receptor-like protein kinase (InterPro:IPR021720), Protein kinase, catalytic domain (InterPro:IPR000719), Leucine-rich repeat (InterPro:IPR001611), Serine-threonine/tyrosine-protein kinase (InterPro:IPR001245), Protein kinase-like domain (InterPro:IPR011009), Serine/threonine-protein kinase, active site (InterPro:IPR008271); BEST Arabidopsis thaliana protein match is: Leucine-rich repeat transmembrane protein kinase (TAIR:AT1G53420.1); Has 185540 Blast hits to 134573 proteins in 4786 species: Archae - 122; Bacteria - 17971; Metazoa - 51218; Fungi - 10628; Plants - 83318; Viruses - 446; Other Eukaryotes - 21837 (source: NCBI BLink)."," "," ",15,15,0,0,0.134317097,0.142038633,0.139466141,0.127307132,0.118741382,0.107817104,0.057178443,0.063248012,0.056237579,0.053648477,0.120508837,0.123524032,0.128416562,0.119006802,0.116037487,0.101460666,0.116385206,0.055834992,0.074006702,0.044818714
AT5G37510,"Encodes a subunit of the 400 kDa subcomplex of the mitochondrial NADH dehydrogenase (complex I).  The protein has been isolated in the male gametophyte.","EMBRYO DEFECTIVE 1467 (EMB1467)",Mitochondrion,18,19,0,0,0.042269857,0.055108054,0.067876453,0.078396173,0.098656948,0.118114051,0.132189074,0.138213765,0.127825751,0.141349876,0.043407482,0.055150647,0.069040813,0.080862715,0.099396487,0.110450306,0.126059574,0.139648411,0.136271828,0.139711735
AT4G28440,"Nucleic acid-binding, OB-fold-like protein; CONTAINS InterPro DOMAIN/s: Nucleic acid-binding, OB-fold-like (InterPro:IPR016027), Nucleic acid-binding, OB-fold (InterPro:IPR012340); BEST Arabidopsis thaliana protein match is: Nucleic acid-binding, OB-fold-like protein (TAIR:AT2G33845.1); Has 214 Blast hits to 214 proteins in 47 species: Archae - 22; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 167; Viruses - 0; Other Eukaryotes - 25 (source: NCBI BLink)."," "," ",4,5,0,0,0.075101386,0.056216527,0.060574654,0.039094505,0.073485503,0.089472781,0.148078305,0.178770337,0.13871702,0.140488983,0.058552132,0.045996241,0.026950675,0.034816331,0.037422069,0.045711276,0.173551613,0.18172033,0.186040318,0.209239015
AT2G27020,"Encodes 20S proteasome alpha 7 subunit PAG1.","20S PROTEASOME ALPHA SUBUNIT G1 (PAG1)"," ",3,4,0,0,0.08923397,0.068711587,0.072160918,0.068055598,0.034937459,0.056387883,0.036751852,0.47471789,0.065982488,0.033060355,0.13441183,0.068352652,0.048026025,0.04757814,0.047392562,0.033551599,0.09768017,0.093765699,0.363783765,0.065457557
AT5G16550,"unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink)."," "," ",4,4,0,0,0.155332256,0.181489993,0.149667244,0.133299337,0.107123349,0.087167347,0.056051278,0.04687697,0.044486185,0.038506042,0.151520779,0.168517961,0.141117377,0.121406776,0.086107319,0.094660328,0.109070398,0.055923964,0.042745362,0.028929737
AT3G18130,"Encodes a protein with similarity to mammalian RACKs. RACKs function to shuttle activated protein kinase C to different subcellular sites and may also function as a scaffold through physical interactions with other proteins. RACK1C has no phenotype on its own and probably acts redundantly with RACK1A and RACK1B.","RECEPTOR FOR ACTIVATED C KINASE 1C (RACK1C_AT)"," ",3,3,0,0,0.105093912,0.086811315,0.095200681,0.09639142,0.106542766,0.107089975,0.102554381,0.08326048,0.106636045,0.110419024,0.092786941,0.077108514,0.060417153,0.07208866,0.071134949,0.082832834,0.209561458,0.116310214,0.11538582,0.102373456
AT3G21865,"Interacts with PEX4 in a yeast two-hybrid. The PEX4 and PEX22 pair may be important during the remodeling of peroxisome matrix contents as glyoxysomes transition to leaf peroxisomes.","PEROXIN 22 (PEX22)"," ",8,9,0,0,0.145146567,0.137906978,0.144892045,0.130210082,0.108661692,0.097381675,0.068175247,0.059247101,0.058481274,0.049897339,0.126358319,0.163771753,0.145694447,0.131746545,0.087445348,0.074323705,0.087335395,0.065817305,0.070432622,0.04707456
AT3G05530,"Encodes RPT5a (Regulatory Particle 5a), one of the six AAA-ATPases of the proteasome regulatory particle.  Essential for gametophyte development.  In Arabidopsis, the RPT5 subunit is encoded by two highly homologous genes, RPT5a and RPT5b.  RPT5a and RPT5b show accession-dependent functional redundancy.  In Wassilewskija (Ws) accession: mutant alleles of RPT5a displayed 50% pollen lethality, indicating that RPT5a is essential for male gametophyte development. In the Columbia (Col) accession, a rpt5a mutant allele did not display such a phenotype because the RPT5b Col allele complements the rpt5a defect in the male gametophyte, whereas the RPT5b Ws allele does not. Double rpt5a rpt5b mutants in Col background showed a complete male and female gametophyte lethal phenotype.","REGULATORY PARTICLE TRIPLE-A ATPASE 5A (RPT5A)"," ",2,3,0,0,0.12536859,0.087177838,0.083142196,0.115104268,0.112172778,0.098388727,0.079353781,0.132994789,0.086560098,0.079736936,0.11383889,0.093279446,0.101470953,0.07704966,0.09627471,0.085565456,0.158431772,0.111537062,0.07901356,0.08353849
AT2G20360,"NAD(P)-binding Rossmann-fold superfamily protein; FUNCTIONS IN: coenzyme binding, binding, catalytic activity; INVOLVED IN: response to salt stress; LOCATED IN: mitochondrion, respiratory chain complex I, membrane; EXPRESSED IN: 27 plant structures; EXPRESSED DURING: 16 growth stages; CONTAINS InterPro DOMAIN/s: NAD-dependent epimerase/dehydratase (InterPro:IPR001509), NAD(P)-binding domain (InterPro:IPR016040); Has 5254 Blast hits to 5252 proteins in 1137 species: Archae - 81; Bacteria - 3082; Metazoa - 148; Fungi - 134; Plants - 101; Viruses - 0; Other Eukaryotes - 1708 (source: NCBI BLink)."," ",Mitochondrion,14,16,0,0,0.057854873,0.061271659,0.073969005,0.092149133,0.105956072,0.11988309,0.12157047,0.113013729,0.138775022,0.115556947,0.049665692,0.062573119,0.072381741,0.074963657,0.082515643,0.093313033,0.16021099,0.130220001,0.134753708,0.139402415
AT4G04700,"member of Calcium Dependent Protein Kinase","CALCIUM-DEPENDENT PROTEIN KINASE 27 (CPK27)"," ",7,9,0,0,0.072752087,0.270115581,0.063480658,0.064502564,0.061629724,0.060258059,0.102568472,0.107730587,0.100141433,0.096820835,0.186773502,0.136868387,0.107461883,0.111347451,0.088346298,0.069122852,0.12323064,0.063727198,0.059858617,0.053263172
AT1G78380,"Encodes a glutathione transferase that is a member of Tau GST gene family. Expression is induced by drought stress, oxidative stress, and high doses of auxin and cytokinin. naming convention according to Wagner et al. (2002) The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim.","GLUTATHIONE S-TRANSFERASE TAU 19 (GSTU19)"," ",3,3,0,0,0.043830739,0.035641357,0.044578304,0.050890084,0.052757949,0.097657028,0.161831113,0.174874497,0.158013909,0.179925019,0.082553895,0.058994096,0.052083744,0.094118472,0.092718036,0.104520985,0.105153436,0.16495614,0.167321012,0.077580183
AT4G23850,"long-chain acyl-CoA synthetase 4 (LACS4); FUNCTIONS IN: catalytic activity; INVOLVED IN: fatty acid biosynthetic process; LOCATED IN: plasma membrane; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: AMP-binding, conserved site (InterPro:IPR020845), AMP-dependent synthetase/ligase (InterPro:IPR000873); BEST Arabidopsis thaliana protein match is: AMP-dependent synthetase and ligase family protein (TAIR:AT4G11030.1); Has 52797 Blast hits to 49694 proteins in 3271 species: Archae - 966; Bacteria - 33480; Metazoa - 2301; Fungi - 1946; Plants - 2035; Viruses - 1; Other Eukaryotes - 12068 (source: NCBI BLink).","LONG-CHAIN ACYL-COA SYNTHETASE 4 (LACS4)"," ",16,17,0,0,0.117689714,0.104242362,0.094406911,0.107278357,0.113582962,0.112226765,0.092268029,0.089158711,0.08251234,0.086633849,0.11627771,0.101683169,0.095625059,0.089785597,0.095029189,0.098305767,0.133240458,0.085407224,0.09420361,0.090442218
AT3G62700,"member of MRP subfamily","ATP-BINDING CASSETTE C14 (ABCC14)"," ",9,7,0,0,0.303578619,0.188444035,0.114385745,0.085579184,0.07822501,0.053714108,0.050256392,0.038760942,0.051426277,0.035629688,0.263194044,0.14700357,0.096538768,0.066084056,0.045889502,0.049722515,0.111723337,0.119362234,0.042867206,0.057614768
AT3G16400,"Encodes a nitrile-specifier protein NSP1 responsible for constitutive and herbivore-induced simple nitrile formation in rosette leaves. NSP1 is one out of five (At3g16400/NSP1, At2g33070/NSP2, At3g16390/NSP3, At3g16410/NSP4 and At5g48180/NSP5) A. thaliana epithiospecifier protein (ESP) homologues that promote simple nitrile, but not epithionitrile or thiocyanate formation.","NITRILE SPECIFIER PROTEIN 1 (NSP1)"," ",4,4,0,0,0.051763815,0.050013318,0.066926739,0.055677676,0.088197646,0.112234235,0.141281878,0.147795657,0.143010406,0.14309863,0.059547141,0.038905602,0.042967093,0.063001537,0.097157528,0.121236946,0.11525732,0.164781138,0.144042673,0.153103022
AT1G20050,"C-8 sterol isomerase that also plays a role in miRNA function.","HYDRA1 (HYD1)"," ",2,2,0,1,0.071454497,0.134620997,0.09891446,0.094450962,0.095075617,0.087604255,0.100860726,0.120600101,0.093358515,0.10305987,0.12480936,0.138445804,0.138283328,0.1456939,0.157671642,0.13986613,0,0.038285216,0.04143819,0.075506432
AT4G37430,"Encodes a member of the CYP81F cytochrome P450 monooxygenase subfamily.","CYTOCHROME P450, FAMILY 91, SUBFAMILY A, POLYPEPTIDE 2 (CYP91A2)"," ",10,12,0,0,0.111433674,0.096706977,0.125710421,0.141646313,0.127921128,0.101834557,0.086346667,0.061082331,0.076547944,0.070769989,0.080039287,0.109406563,0.112276984,0.118292803,0.101005936,0.096288506,0.126403283,0.088769693,0.08751793,0.079999017
AT2G46280,"Encodes a homolog of mammalian TGF-beta receptor interacting protein.  Co-immunoprecipitates with BRI1 and can be phosphorylated in vitro by BRI1 at specific sites (Thr-14, Thr-89, and either Thr-197 or Ser-198).  May therefore be a cytoplasmic BRI1 substrate and involved in brassinosteroid regulated plant growth and development.The encoded protein has two DWD motifs. It can bind to DDB1a in Y2H assays, and DDB1b in co-IP assays, and may be involved in the formation of a CUL4-based E3 ubiquitin ligase","TGF-BETA RECEPTOR INTERACTING PROTEIN 1 (TRIP-1)"," ",11,11,0,0,0.086046008,0.095567648,0.089346405,0.103392385,0.111729713,0.105293412,0.101204438,0.09103953,0.111389608,0.104990854,0.078241997,0.078784544,0.083082299,0.086033813,0.087917511,0.093099635,0.169266882,0.105135874,0.111905272,0.106532172
AT4G26690,"Glycerophosphoryl diester phosphodiesterase-like protein involved in cell wall cellulose accumulation and pectin linking. Impacts root hair, trichome and epidermal cell development.","SHAVEN 3 (SHV3)"," ",11,12,0,0,0.120528226,0.119908775,0.115332348,0.117143313,0.105640738,0.084554534,0.147956838,0.052928578,0.065877248,0.070129402,0.102999695,0.125364976,0.123543685,0.114736359,0.113893161,0.120434931,0.083750259,0.050567129,0.057425992,0.107283814
AT3G51800,"putative nuclear DNA-binding protein G2p (AtG2) mRNA,"," (ATG2)"," ",6,12,0,0,0.10387888,0.141889253,0.131539933,0.0971857,0.102531735,0.060507886,0.074297031,0.056485991,0.140981849,0.09070174,0.124429453,0.103826577,0.083629024,0.07922441,0.05542568,0.078003678,0.184789879,0.080871323,0.099098726,0.11070125
AT5G08530,"51 kDa subunit of complex I (CI51); FUNCTIONS IN: 4 iron, 4 sulfur cluster binding, NAD or NADH binding, FMN binding, NADH dehydrogenase (ubiquinone) activity, oxidoreductase activity, acting on NADH or NADPH; INVOLVED IN: oxidation reduction, mitochondrial electron transport, NADH to ubiquinone; LOCATED IN: mitochondrion, mitochondrial respiratory chain complex I, respiratory chain complex I; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: NADH:ubiquinone oxidoreductase, 51kDa subunit, conserved site (InterPro:IPR001949), NADH:ubiquinone oxidoreductase, 51kDa subunit (InterPro:IPR011538), NADH ubiquinone oxidoreductase, F subunit (InterPro:IPR011537), Soluble ligand binding domain (InterPro:IPR019554), NADH ubiquinone oxidoreductase, F subunit, iron sulphur binding (InterPro:IPR019575); Has 8894 Blast hits to 8884 proteins in 1703 species: Archae - 49; Bacteria - 4484; Metazoa - 213; Fungi - 125; Plants - 97; Viruses - 0; Other Eukaryotes - 3926 (source: NCBI BLink).","51 KDA SUBUNIT OF COMPLEX I (CI51)",Mitochondrion,14,16,0,0,0.044659338,0.076583313,0.080390845,0.119782121,0.110359803,0.124629233,0.108168008,0.090170961,0.128579256,0.116677122,0.047955636,0.076786447,0.072824882,0.08022534,0.083770063,0.095705684,0.164788202,0.113715574,0.124201455,0.140026717
AT1G30580,"GTP binding; FUNCTIONS IN: GTP binding; INVOLVED IN: response to cadmium ion; LOCATED IN: intracellular; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF933 (InterPro:IPR013029), TGS-like (InterPro:IPR012676), GTP1/OBG (InterPro:IPR006073), Conserved hypothetical protein CHP00092 (InterPro:IPR004396), GTP-binding protein, HSR1-related (InterPro:IPR002917), Beta-grasp fold, ferredoxin-type (InterPro:IPR012675); BEST Arabidopsis thaliana protein match is: GTP-binding protein-related (TAIR:AT1G56050.1); Has 19150 Blast hits to 19146 proteins in 3028 species: Archae - 362; Bacteria - 11244; Metazoa - 716; Fungi - 612; Plants - 292; Viruses - 0; Other Eukaryotes - 5924 (source: NCBI BLink)."," "," ",11,14,0,0,0.075424561,0.062577162,0.071619334,0.086082615,0.098368825,0.108708727,0.136806604,0.11604347,0.118108087,0.126260613,0.062505331,0.054406766,0.0624078,0.067152636,0.078753777,0.092842555,0.199497235,0.11528524,0.133118818,0.134029842
AT3G62120,"Class II aaRS and biotin synthetases superfamily protein; FUNCTIONS IN: proline-tRNA ligase activity, aminoacyl-tRNA ligase activity, nucleotide binding, ATP binding; INVOLVED IN: prolyl-tRNA aminoacylation, translation, tRNA aminoacylation for protein translation; LOCATED IN: membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Aminoacyl-tRNA synthetase, class II (G/ H/ P/ S), conserved domain (InterPro:IPR002314), Prolyl-tRNA synthetase, class IIa, prokaryotic-type (InterPro:IPR004499), Prolyl-tRNA synthetase, class II, C-terminal (InterPro:IPR016061), Anticodon-binding (InterPro:IPR004154), Prolyl-tRNA synthetase, class II (InterPro:IPR017449), Prolyl-tRNA synthetase, class IIa, conserved region (InterPro:IPR002316), Aminoacyl-tRNA synthetase, class II, conserved domain (InterPro:IPR006195); BEST Arabidopsis thaliana protein match is: Class II aaRS and biotin synthetases superfamily protein (TAIR:AT5G52520.1); Has 9240 Blast hits to 8990 proteins in 2633 species: Archae - 270; Bacteria - 6522; Metazoa - 295; Fungi - 194; Plants - 105; Viruses - 0; Other Eukaryotes - 1854 (source: NCBI BLink)."," "," ",15,17,0,0,0.064519015,0.064530619,0.084823187,0.097748116,0.111402806,0.117320504,0.111297111,0.108957001,0.122578987,0.116822655,0.059437236,0.067874251,0.077630916,0.096222239,0.098877752,0.121075349,0.105666482,0.126407956,0.121524145,0.125283674
AT5G22060,"Co-chaperonin similar to E. coli DnaJ","DNAJ HOMOLOGUE 2 (J2)"," ",3,5,0,0,0.110185138,0.112878863,0.087874159,0.082358435,0.114345896,0.106597182,0.092723977,0.098650092,0.097298827,0.097087429,0.077365541,0.07794953,0.083569808,0.049286037,0.049036821,0.081805126,0.192589591,0.125712585,0.133664636,0.129020325
AT5G18900,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein; FUNCTIONS IN: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors, oxidoreductase activity, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, L-ascorbic acid binding, iron ion binding; INVOLVED IN: oxidation reduction, peptidyl-proline hydroxylation to 4-hydroxy-L-proline; LOCATED IN: nucleus, cytoplasm; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Prolyl 4-hydroxylase, alpha subunit (InterPro:IPR006620), Oxoglutarate/iron-dependent oxygenase (InterPro:IPR005123), Metridin-like ShK toxin (InterPro:IPR003582); BEST Arabidopsis thaliana protein match is: P4H isoform 2 (TAIR:AT3G06300.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink)."," "," ",4,6,0,0,0.103969866,0.14204491,0.124043951,0.132637932,0.116836139,0.097028443,0.093877481,0.080608374,0.036024881,0.072928023,0.092634711,0.117537344,0.094669596,0.098461281,0.066031725,0.069969902,0.229971084,0.076164661,0.08825501,0.066304686
