Majority protein IDs,Lead protein ID,Protein names,Gene names,Class,nRatio H/L AP4B1_1_03K,nRatio H/L AP4B1_1_06K,nRatio H/L AP4B1_1_12K,nRatio H/L AP4B1_1_24K,nRatio H/L AP4B1_1_80K,nRatio H/L AP4B1_2_03K,nRatio H/L AP4B1_2_06K,nRatio H/L AP4B1_2_12K,nRatio H/L AP4B1_2_24K,nRatio H/L AP4B1_2_80K,nRatio H/L AP4E1_1_03K,nRatio H/L AP4E1_1_06K,nRatio H/L AP4E1_1_12K,nRatio H/L AP4E1_1_24K,nRatio H/L AP4E1_1_80K,nRatio H/L AP4E1_2_03K,nRatio H/L AP4E1_2_06K,nRatio H/L AP4E1_2_12K,nRatio H/L AP4E1_2_24K,nRatio H/L AP4E1_2_80K,nRatio H/L WT_1_03K,nRatio H/L WT_1_06K,nRatio H/L WT_1_12K,nRatio H/L WT_1_24K,nRatio H/L WT_1_80K,nRatio H/L WT_2_03K,nRatio H/L WT_2_06K,nRatio H/L WT_2_12K,nRatio H/L WT_2_24K,nRatio H/L WT_2_80K
Q13596;Q13596-2;Q13596-3,Q13596,Sorting nexin-1,SNX1,Endosome,2.688678907,1.465143211,0.595048382,0.655386141,0.582047978,1.775542331,1.322690245,0.519028713,0.433446127,0.550649012,2.191283706,1.645896003,0.732732608,0.633966924,0.593330622,1.687420229,1.346468568,0.707632771,0.566259888,0.563126907,1.994343222,1.251250784,0.577322637,0.534066166,0.61963265,1.843753292,1.31236132,0.516916238,0.593949603,0.617870303
O60749;O60749-2,O60749,Sorting nexin-2,SNX2,Endosome,3.256634882,1.711010629,0.623450117,0.629850006,0.695870912,2.445655208,1.55157122,0.49532194,0.460680925,0.656367441,2.55758907,1.721959605,0.669566718,0.659910413,0.650539821,2.322028409,1.525011199,0.663465983,0.575787338,0.631291583,2.603074752,1.395116472,0.560493918,0.62598034,0.709166697,2.603565534,1.533462172,0.530108154,0.575556485,0.698759749
Q96L92;Q96L92-3;Q96L92-2,Q96L92,Sorting nexin-27,SNX27,Endosome,7.903312598,1.175386703,0.441174508,1.034374613,5.369899994,5.119966059,1.022268615,0.398055124,0.850925896,4.810966217,5.54178405,0.992135797,0.43370965,1.079892811,5.228456362,4.842554434,1.050724205,0.514323828,1.183756285,4.48918709,5.083685636,0.87519874,0.418899035,1.20421379,6.120881934,4.954406583,0.97994417,0.441637602,1.177182134,5.272634283
O60493;O60493-4;O60493-2;O60493-3,O60493,Sorting nexin-3,SNX3,Endosome,5.221951972,1.30239214,0.540607274,0.813846535,1.488925701,3.907130975,1.134635065,0.476724783,0.633945487,1.356627848,3.79606955,1.171737573,0.51126532,0.823571138,1.233192092,3.67976226,1.116918023,0.609895262,0.826112271,1.147035315,3.761099783,0.991933719,0.468024696,0.854356481,1.481833583,3.462524435,1.023162265,0.478891835,0.819256814,1.529681161
Q5VWJ9,Q5VWJ9,Sorting nexin-30,SNX30,Endosome,5.085344067,1.638132611,0.586986987,0.817292674,0.827290018,3.209999218,1.222249512,0.528177686,0.628316743,0.948314877,3.852550154,1.415699756,0.574569308,0.763960224,0.9085781,4.422445597,1.261535016,0.589634541,0.809797983,0.709137782,5.068856027,1.158437505,0.512994935,0.842701617,1.018623472,3.244565663,1.152344141,0.531461453,0.881072159,1.066929363
O95219;O95219-2,O95219,Sorting nexin-4,SNX4,Endosome,7.52060957,1.501375683,0.543450117,0.753811826,0.952352905,4.098049505,1.298620492,0.539536222,0.647918788,0.926187764,3.274783593,1.307219596,0.596499223,0.810566553,0.888375815,3.765231803,1.383604599,0.620553934,0.854871056,0.888932668,4.345553808,1.201058973,0.532648157,0.777225804,0.996562946,3.573962004,1.188032353,0.624288968,0.791220593,1.032755635
Q9Y5X3,Q9Y5X3,Sorting nexin-5,SNX5,Endosome,1.828135202,1.162817458,0.485005005,0.519945457,0.737198601,1.627943327,1.118261083,0.398734104,0.386915908,0.74947191,1.586095403,1.088726543,0.524356983,0.566684619,0.778430781,1.621254358,1.190876512,0.525708927,0.533066722,0.735221606,1.749295893,0.990154178,0.400517579,0.515801712,0.753007423,1.808870524,1.144928781,0.44153858,0.517923963,0.781137032
Q9UNH7,Q9UNH7,"Sorting nexin-6;Sorting nexin-6, N-terminally processed",SNX6,Endosome,3.493402785,1.788904543,0.691865199,0.635639023,0.626480152,2.473120681,1.77589477,0.571275678,0.483973411,0.616819616,2.86659527,1.980661796,0.768776109,0.683305529,0.598919047,2.850212404,1.755711513,0.811974166,0.632458023,0.575757917,3.055138639,1.67801975,0.617501571,0.626515872,0.648847612,2.92558733,1.73788562,0.632705828,0.611551375,0.682358685
Q9Y5X2,Q9Y5X2,Sorting nexin-8,SNX8,Endosome,3.351772531,1.374591536,0.599586253,0.994570472,1.444873919,3.082496902,1.223327466,0.524575637,0.839230373,1.270828839,3.50179742,1.403008165,0.50282755,0.880541726,1.179341196,2.715721697,1.20949679,0.588525088,0.935031023,1.239797814,3.783224603,1.098020625,0.489955266,0.937265264,1.28182627,3.037961348,1.21421516,0.545555568,0.856178708,1.175041555
Q99523;Q99523-2,Q99523,Sortilin,SORT1,Endosome,3.42050697,1.717649315,0.781608275,0.81373497,0.689097491,1.583284022,1.645585165,0.762863226,0.584195714,0.614019859,2.255813478,1.619538748,0.840600725,0.725432501,0.667869184,2.345396011,1.575332238,0.875160144,0.73960067,0.688739038,2.029025372,1.511151305,0.712913601,0.760201529,0.733774544,2.109119854,1.540476702,0.805708061,0.748352307,0.782369146
Q92783;Q92783-2,Q92783,Signal transducing adapter molecule 1,STAM,Endosome,2.105512387,0.852746572,0.453013013,0.952039172,2.81207436,1.694039099,0.695293845,0.398906727,0.754065508,2.247532651,1.93234606,0.778140668,0.427288106,0.933321949,2.554933162,1.863693224,0.760250859,0.455126596,0.942829417,2.305553367,1.790675285,0.685735957,0.422921365,0.788260579,2.345119261,2.09355137,0.644291747,0.413207319,0.849486191,2.313817112
O60499;O60499-2,O60499,Syntaxin-10,STX10,Endosome,1.618631482,1.317572601,1.134641308,0.996045618,0.931652249,1.188830708,1.248038533,0.925346683,0.829527908,0.760791358,1.377772018,1.165563673,0.942751597,1.01133632,0.848063073,1.44574335,1.238763626,1.124496454,1.013261975,0.787580632,1.267094413,1.186049565,0.888195497,1.072487052,0.884724609,1.131547835,1.172643333,0.956056288,1.008128243,0.965640292
Q86Y82,Q86Y82,Syntaxin-12,STX12,Endosome,2.728427215,1.161666753,0.780714047,1.051283005,1.087183263,2.12533634,1.146287882,0.757926233,0.802194553,1.162852541,2.362635489,1.08282481,0.79215605,1.10104168,1.189088142,2.072604662,1.169225026,0.833199054,1.066627459,1.093685621,1.999844528,0.974721764,0.745358424,1.168544551,1.351542409,1.870559178,1.025624508,0.712517466,0.991871757,1.217584359
O14662;O14662-5;O14662-2;O14662-4;O14662-6,O14662,Syntaxin-16,STX16,Endosome,1.648335091,1.501670736,1.054067401,0.984678319,0.915540831,1.397836257,1.51609426,1.056297831,0.797288566,0.943708825,1.622657726,1.446927374,0.985989988,1.055079013,0.83860473,1.537181791,1.329938779,1.161597084,1.045514159,0.885330241,1.366237525,1.291640533,0.93956893,0.954049959,1.00967738,1.238455325,1.376852051,1.052151525,1.025956114,0.869965478
O43752,O43752,Syntaxin-6,STX6,Endosome,1.997460126,1.45024305,1.038838839,1.022585844,0.865500951,1.473310483,1.288086564,0.904125669,0.755883351,0.838291446,1.733981814,1.281349377,1.023524944,0.946799427,0.860984665,1.730853489,1.337031507,1.020313552,1.01096833,0.841966025,1.343634331,1.222967749,0.754970609,0.992580066,0.888173852,1.509557644,1.222618281,0.845030752,1.030625049,0.916181376
O15400;O15400-2,O15400,Syntaxin-7,STX7,Endosome,2.132346083,1.171418245,0.810597264,1.057642246,1.053757899,1.536280103,1.170944369,0.739823925,0.819080785,1.081669619,2.067954079,1.291104426,0.769632315,0.953065273,1.275853022,1.83638869,1.105450202,0.851822012,0.913506043,1.023640928,1.611763229,1.131379728,0.754911457,1.099249551,1.221616878,1.685610273,1.085348221,0.776595628,0.947974722,1.163534075
Q9UNK0,Q9UNK0,Syntaxin-8,STX8,Endosome,2.762435696,1.021295429,0.820206874,1.518284368,1.819498129,2.111603604,0.964604909,0.763312043,1.221349803,1.784820098,2.0459894,0.880633147,0.949863629,1.518252394,1.886814729,2.222843101,0.950664477,0.865518471,1.299850031,1.787141587,2.121710428,0.834400572,0.7659285,1.662121693,2.200324204,1.995809386,0.84286021,0.744919627,1.351391071,1.81934419
Q92609;Q92609-2,Q92609,TBC1 domain family member 5,TBC1D5,Endosome,7.083378176,1.164499259,0.492599266,0.83350688,1.137615805,4.864626481,1.037714738,0.398181714,0.647480754,1.222359924,5.550924631,1.016731127,0.480856206,1.010640115,1.298639625,5.516023952,1.024055547,0.523542853,1.034575235,1.305879837,3.869690791,0.895765567,0.451092462,1.022414826,1.607371385,4.242821524,0.928008017,0.477505529,0.940140407,1.655914728
P02786,P02786,"Transferrin receptor protein 1;Transferrin receptor protein 1, serum form",TFRC,Endosome,2.278711696,1.688144045,0.810397064,0.850762365,1.000797595,1.802337915,1.651998308,0.777398009,0.68345434,0.92414063,1.87572903,1.587308409,0.766069394,0.818921014,0.984992588,1.94484484,1.606988204,0.905722927,0.864045638,0.987526596,1.891492708,1.445424975,0.712529114,0.827016172,1.057978963,1.792950871,1.512561735,0.756164112,0.824287507,0.998140205
Q08AM6,Q08AM6,Protein VAC14 homolog,VAC14,Endosome,3.811102262,1.707174944,0.855442109,0.883884963,0.674237683,2.809963491,1.756791791,0.799574199,0.672251607,0.646041454,3.466735789,1.836699613,0.853899534,0.812642032,0.611040418,3.089476324,1.824996267,0.96106349,0.832722675,0.583705772,3.81252504,1.664308532,0.866767718,0.89687489,0.579460553,3.798241815,1.784410565,0.823873076,0.815639237,0.543478514
P51809;P51809-3;P51809-2,P51809,Vesicle-associated membrane protein 7,VAMP7,Endosome,3.942113835,1.059165443,0.891638305,1.366431139,0.96451316,2.696975449,0.929660103,0.816502676,1.151921329,1.034605601,3.052681123,1.005500645,0.809528742,1.229156541,0.970562384,3.084015418,1.055666716,0.902236076,1.40159379,1.026961916,2.640746743,0.884183964,0.804539909,1.358151006,1.235023828,2.77154128,0.920420872,0.796080934,1.162598777,1.140228522
Q9BV40,Q9BV40,Vesicle-associated membrane protein 8,VAMP8,Endosome,2.046822646,1.200318657,0.853853854,1.103941986,1.296643966,1.51462034,1.17056231,0.765774786,0.824008673,1.122311255,1.944760878,1.054347515,0.787585016,1.109816491,1.349748783,1.850993441,1.138972674,0.834176429,1.080977446,1.251055399,1.615351037,1.058564406,0.772967577,1.083409083,1.426621327,1.7393391,1.080237635,0.776540615,1.043580497,1.268263765
Q9H270,Q9H270,Vacuolar protein sorting-associated protein 11 homolog,VPS11,Endosome,3.745811719,1.292493122,0.66363697,0.800111566,0.9852629,2.760056717,1.220339214,0.637401462,0.643943625,0.875691786,2.958001078,1.126357255,0.637293285,0.813942491,1.115992601,3.094810233,1.173465731,0.71522724,0.797871027,1.123349357,2.788564458,1.118047756,0.625427927,0.741105591,0.984423562,2.780437556,1.253510844,0.622814642,0.69777406,0.911113436
Q9H269;Q9H269-2,Q9H269,Vacuolar protein sorting-associated protein 16 homolog,VPS16,Endosome,3.702906505,1.074803237,0.672499166,0.85474154,0.905638383,2.417966439,1.09862595,0.612497842,0.735733763,0.926719618,2.740400685,0.960764933,0.559129984,0.803131609,1.052079917,2.579580018,0.99992534,0.653375246,0.881018614,1.002690563,2.72685415,0.886094782,0.617871271,0.833837156,0.969749046,2.309520186,0.993071362,0.54764603,0.766847169,0.966035499
Q9P253,Q9P253,Vacuolar protein sorting-associated protein 18 homolog,VPS18,Endosome,3.174124856,0.950350006,0.582796129,0.824618817,0.959862568,1.918228812,0.979491588,0.596225329,0.674857913,0.790745749,2.527165942,0.855035095,0.564736751,0.779605134,1.087604455,2.499317387,0.912080036,0.608323538,0.85123651,1.040358441,2.442221332,0.837988827,0.558423602,0.773322059,0.9494558,2.231560711,0.968119676,0.548669256,0.724725008,0.836303193
O75436;O75436-2,O75436,Vacuolar protein sorting-associated protein 26A,VPS26A,Endosome,4.083170107,1.369162567,0.512098765,0.762873435,1.300079759,3.177509574,1.279585738,0.496104494,0.614934788,1.167970377,3.064686662,1.228276751,0.525075091,0.741366401,1.108515132,3.136338525,1.261803793,0.61951052,0.765583556,1.082822051,2.882804231,1.005761629,0.486716699,0.79386957,1.317171865,3.152793548,1.17252881,0.515529932,0.798998383,1.463077263
Q4G0F5,Q4G0F5,Vacuolar protein sorting-associated protein 26B,VPS26B,Endosome,5.409357355,1.3539526,0.484324324,0.774835751,1.485980735,4.009177487,1.257658248,0.441440819,0.61293078,1.383320873,4.47356394,1.281506947,0.543234939,0.837915588,1.247084443,3.58476788,1.250291175,0.552784859,0.852436263,1.330646523,4.084600527,1.002771416,0.436984731,0.856287214,1.591892452,3.913074015,1.179972801,0.483149776,0.845032049,1.449477514
Q9UBQ0;Q9UBQ0-2,Q9UBQ0,Vacuolar protein sorting-associated protein 29,VPS29,Endosome,4.226235319,1.319623218,0.499606273,0.740857816,1.246579545,3.379927875,1.234598223,0.467380171,0.628700023,1.296719066,3.151044687,1.226987538,0.543041602,0.7903372,1.183184877,3.170754939,1.26671644,0.62727669,0.828500015,1.111191165,3.219938648,1.038508103,0.461739806,0.801592503,1.412970614,3.34254176,1.16183523,0.518797654,0.882270482,1.498762074
Q96AX1,Q96AX1,Vacuolar protein sorting-associated protein 33A,VPS33A,Endosome,2.841214835,1.132884361,0.651277945,0.872579645,1.044493527,2.14532138,1.043254602,0.63499626,0.715573223,0.838391795,2.441490051,0.943446498,0.557224236,0.812287362,1.064319354,2.378415448,1.00159773,0.661075377,0.89279266,1.00825181,2.311266317,0.98179617,0.580635144,0.699827361,0.976696284,2.358566763,0.924915897,0.587804905,0.772623987,0.910195162
Q96QK1,Q96QK1,Vacuolar protein sorting-associated protein 35,VPS35,Endosome,4.260961278,1.325583282,0.495735736,0.723763481,1.241548561,3.317628144,1.210651275,0.457241498,0.592496468,1.158136104,3.164960198,1.237988827,0.523100293,0.752453138,1.117711107,3.234888845,1.223084963,0.61381797,0.797565207,1.077553502,3.060281165,1.015972111,0.469976709,0.779086073,1.340816849,3.331070245,1.153704101,0.498344134,0.798568796,1.419720798
Q96JC1-2;Q96JC1,Q96JC1,Vam6/Vps39-like protein,VPS39,Endosome,4.006543404,1.131836924,0.695442109,0.936481964,1.147690042,2.978105776,1.157995279,0.752782093,0.775846776,1.064710516,3.162231666,1.058401375,0.701591576,0.90592037,1.226252476,2.805763162,1.247528744,0.798924887,0.91447055,1.15964381,2.845012647,1.181104774,0.709793338,0.775182327,1.156056894,2.955787847,1.236117672,0.734852402,0.759058073,0.942636956
P49754;P49754-2;P49754-3,P49754,Vacuolar protein sorting-associated protein 41 homolog,VPS41,Endosome,3.013122682,0.810657304,0.668028028,1.298624024,1.302902019,2.00319314,0.809161243,0.589838311,1.054130118,1.238917628,2.79483489,0.762727403,0.61170378,1.073653237,1.370082252,2.090765352,0.888711363,0.65062803,1.05772341,1.207713697,2.311744692,0.733273043,0.615963622,1.032829511,1.374456104,2.612930035,0.781747906,0.643851291,0.974778706,1.27175088
Q9NRW7;Q9NRW7-2,Q9NRW7,Vacuolar protein sorting-associated protein 45,VPS45,Endosome,1.925855772,1.495622156,0.847941275,0.911615223,0.951825265,1.430660846,1.434224351,0.815029633,0.737847279,0.878280809,1.799466572,1.356037817,0.739968928,0.842329266,0.892009603,1.928589118,1.319441541,0.922034525,0.889946188,0.901361042,1.526134196,1.410125881,0.714880402,0.90927668,0.998147403,1.424223624,1.376909312,0.785551607,0.859683236,0.956399437
Q96AJ9;Q96AJ9-1,Q96AJ9,Vesicle transport through interaction with t-SNAREs homolog 1A,VTI1A,Endosome,1.623223344,1.115594273,1.173893894,1.126924507,0.975961715,1.262518562,1.194904963,0.939869958,0.930921953,0.857377962,1.359518141,1.084959175,1.063504229,1.387812471,1.138267588,1.368782662,1.125683142,1.039570483,1.119216632,1.028312826,1.318758857,1.233178231,0.852009316,1.223478843,1.095774373,1.220077491,0.98442488,0.94895972,1.079089275,1.227580756
Q9UEU0;Q9UEU0-2,Q9UEU0,Vesicle transport through interaction with t-SNAREs homolog 1B,VTI1B,Endosome,2.735458505,0.927778474,0.770824157,1.546547663,1.845511995,2.102671743,0.840913122,0.726854249,1.193206084,1.677445899,2.143125124,0.820999857,0.693609529,1.358650676,1.560692125,2.224113079,0.966089294,0.815077992,1.444878996,1.620529332,2.171580968,0.78404831,0.672793819,1.502448649,1.917925092,1.875475541,0.898561306,0.692107956,1.339973094,1.777266334
Q8IWB7,Q8IWB7,WD repeat and FYVE domain-containing protein 1,WDFY1,Endosome,4.475200356,1.315448222,0.539352686,0.815557208,1.198466164,3.676242366,1.212302318,0.513182577,0.7102073,1.160845547,4.257464239,1.191405243,0.521843604,0.964467272,1.279263797,3.843716465,1.191219949,0.602102677,0.936689505,1.256796767,3.677503842,1.08393016,0.539968206,0.908304267,1.423574293,3.516136207,1.160217594,0.529514023,0.922753428,1.350675919
O14639;O14639-2;O14639-5;O14639-3;O14639-4,O14639,Actin-binding LIM protein 1,ABLIM1,Actin binding proteins,0.432582133,0.958316429,1.971838505,5.866741044,10.18749617,0.455558409,1.229467709,1.955348409,3.123733806,6.332669353,0.457561102,1.126013465,2.533264284,7.182996834,0.666111322,0.461205336,1.117485441,2.217584827,2.099802982,2.723885218,0.482679854,1.410184226,2.853783874,5.712997217,8.123270808,0.475061162,1.434686136,2.69262507,4.598731587,7.990259325
P60709,P60709,"Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed",ACTB,Actin binding proteins,0.571643815,0.989842811,1.171224558,1.909879757,3.720105528,0.5381223,0.94142208,1.087105127,1.431387365,3.890257548,0.445228139,0.764761495,0.896116002,1.968027113,4.424825198,0.591022523,1.032522025,0.967112649,2.164260299,3.034369406,0.51836659,1.083463395,1.227550002,2.059824543,5.477348349,0.523768275,0.838007301,1.008405858,2.224357597,5.320756472
P63261,P63261,"Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed",ACTG1,Actin binding proteins,0.460994282,0.699702734,1.11646313,1.90665675,3.882201362,0.398852256,0.800483032,1.014350653,1.846096565,3.61088393,0.437724678,0.758673542,1.004716037,1.887241058,4.054100146,0.446295791,0.788293266,1.030892977,1.949951481,4.078735548,0.498920668,0.760505856,1.112869237,2.057146884,4.522286007,0.47530698,0.751771527,1.042403371,2.057044666,4.265439202
P12814;P12814-3;P12814-2;P12814-4,P12814,Alpha-actinin-1,ACTN1,Actin binding proteins,0.350229952,0.753446584,1.566099433,2.305937771,5.183999018,0.341878147,0.814769332,1.503653835,2.868250162,5.293748714,0.356305295,0.855249964,1.656758156,2.973714976,6.364113395,0.389591257,0.811557414,1.592196849,3.306613344,7.366400612,0.383082286,0.927199265,1.820104255,2.592678716,5.758163004,0.394374276,0.978212011,1.769301016,2.77682942,6.316676547
O43707;O43707-2;O43707-3,O43707,Alpha-actinin-4,ACTN4,Actin binding proteins,0.361723957,0.768317241,1.61041041,2.580885087,5.634946929,0.325488182,0.830952283,1.506300708,2.997032316,6.145316428,0.343985975,0.82496777,1.533436907,2.906327584,6.599325716,0.372052856,0.805972824,1.472534439,3.09124592,7.02889822,0.36894632,0.877240836,1.651225554,2.579008561,5.866393652,0.371126901,0.901424379,1.70592701,2.8348237,6.431518871
Q05682,Q05682,Caldesmon,CALD1,Actin binding proteins,0.377623281,1.090883609,1.598131465,1.432006942,1.505736548,0.406020074,1.266882257,1.837850279,1.498735175,1.529731113,0.472663524,1.249520126,1.472950112,1.3126486,1.351847722,0.492205508,1.223517993,1.465270165,1.223983298,1.232367808,0.500439507,1.412707674,1.558209176,1.366183983,1.488658939,0.491285161,1.332030635,1.459032446,1.257899318,1.277795213
Q9BR76,Q9BR76,Coronin-1B,CORO1B,Actin binding proteins,0.502722831,0.845340749,1.360560561,2.632577166,2.483956071,0.532975315,1.115750406,1.511479372,2.324868316,3.06146922,0.543018711,1.117218164,1.672087002,3.699344516,2.938907765,0.567997816,1.211363297,1.623235112,3.420589879,2.707336568,0.52212183,1.177326896,1.826610965,3.479547617,3.066900679,0.561507217,1.247598597,1.995621032,3.494240139,2.432495263
Q9ULV4;Q9ULV4-2;Q9ULV4-3,Q9ULV4,Coronin-1C,CORO1C,Actin binding proteins,0.575991735,0.931879707,1.266546547,2.330854097,1.658015829,0.598579834,1.217173578,1.401001208,1.927899515,1.987225481,0.605543012,1.174316001,1.749007423,3.285562284,1.91685579,0.604293797,1.181558907,1.75452036,2.917634605,1.736482455,0.635448745,1.382178333,1.779141558,3.217137019,1.642960742,0.625864753,1.429561234,1.906281288,2.793786812,1.459590148
Q92828,Q92828,Coronin-2A,CORO2A,Actin binding proteins,0.57949303,1.030973158,1.357223891,2.447502169,1.933124732,0.642826041,1.423171913,1.57454399,2.268252352,2.355709648,0.577398209,1.117733849,1.956292077,3.708802396,2.576053733,0.676517465,1.327236076,1.919485425,3.090893051,1.335825012,0.577134896,1.29899208,1.827054605,3.455448684,2.086121369,0.584906765,1.397695226,1.932357051,2.387939903,1.713568365
Q14247;Q14247-3;Q14247-2,Q14247,Src substrate cortactin,CTTN,Actin binding proteins,0.506138029,0.746616114,1.152499166,2.269121111,4.381986625,0.411635982,0.848240479,1.144576788,1.981339729,4.066371304,0.490999256,0.793324739,1.13383739,1.856502949,3.686523502,0.501006458,0.765312827,1.089495859,1.960772782,4.122527553,0.525745517,0.854340184,1.24562091,1.877884649,3.77734713,0.499244987,0.771125904,1.131049962,2.128152662,3.738419872
