Lead gene name,Lead ID,Protein names,Majority protein IDs,Organellar markers,Profiled in how many +EGF Maps,Log2 Ratio H/L EGF1_03K,Log2 Ratio H/L EGF1_06K,Log2 Ratio H/L EGF1_12K,Log2 Ratio H/L EGF1_24K,Log2 Ratio H/L EGF1_80K,Log2 Ratio H/L EGF2_03K,Log2 Ratio H/L EGF2_06K,Log2 Ratio H/L EGF2_12K,Log2 Ratio H/L EGF2_24K,Log2 Ratio H/L EGF2_80K,Log2 Ratio H/L EGF3_03K,Log2 Ratio H/L EGF3_06K,Log2 Ratio H/L EGF3_12K,Log2 Ratio H/L EGF3_24K,Log2 Ratio H/L EGF3_80K
CNOT6L,Q96LI5,CCR4-NOT transcription complex subunit 6-like,Q96LI5;Q96LI5-2,Large Protein Complex,1,,,,,,,,,,,2.477884522,1.035483152,-0.624888262,-1.691569223,-1.392591561
CNOT7,Q9UIV1,CCR4-NOT transcription complex subunit 7,Q9UIV1;Q9UIV1-2,Large Protein Complex,3,1.624428477,1.469156632,-0.165822765,-1.262607431,-0.816951839,1.9395275,1.023184369,-0.283860712,-1.270695223,-1.212032684,1.655489222,0.478505927,-0.361657348,-1.333261584,-1.37022841
CNP,P09543,"2,3-cyclic-nucleotide 3-phosphodiesterase",P09543;P09543-2,,3,-0.654739895,-0.626379627,-0.426295863,0.678793072,2.544485386,-0.410332376,-0.323570095,0.079702372,1.044813751,2.889473543,-0.283913405,-0.412423781,-0.155807201,0.695904755,2.379482341
CNPY2,Q9Y2B0,Protein canopy homolog 2,Q9Y2B0,,3,0.30287467,-0.898726445,-0.748093104,1.53126916,3.980939266,0.442651611,-0.896227108,-0.41188625,1.861756906,4.079122064,0.803392379,-0.632002784,-0.468351549,1.742609903,4.041418226
CNPY3,Q9BT09,Protein canopy homolog 3,Q9BT09,,3,0.402176425,-0.812865709,-0.612505108,1.504366151,3.628307006,0.390337512,-0.695021764,-0.391417822,1.471135424,3.372534269,0.851359274,-0.505697045,-0.259253732,1.668799909,3.460349405
CNPY4,Q8N129,Protein canopy homolog 4,Q8N129,,2,,,,,,0.199373961,-0.888701547,-0.317031252,1.755058478,3.783875677,0.588900488,-0.683460322,-0.501381484,1.628960189,2.360251891
COA6,Q5JTJ3,Cytochrome c oxidase assembly factor 6 homolog,Q5JTJ3;Q5JTJ3-2;Q5JTJ3-3,,1,,,,,,,,,,,-0.487601164,0.10353121,3.409255147,4.061776198,4.140451477
COA7,Q96BR5,Cytochrome c oxidase assembly factor 7,Q96BR5,Mitochondrion,2,,,,,,-1.202472311,-0.516573722,1.380951044,2.393773123,2.182628741,-0.230177492,0.582170591,3.157027536,3.221026367,3.460349405
COASY,Q13057,Bifunctional coenzyme A synthase,Q13057;Q13057-2,,3,-1.360527022,-0.88584623,0.20576784,0.500598124,1.211822119,-1.177979649,-0.749111169,0.470719061,0.286408055,0.950020419,-0.833953041,-0.599177931,0.701415981,0.265676925,1.049561071
COBL,O75128,Protein cordon-bleu,O75128;O75128-2;O75128-3;O75128-7;O75128-6,,3,-1.272820137,-0.25169335,0.555521697,0.598841578,1.374510926,-0.808715303,0.481712262,0.815985227,1.281609238,1.238053099,-1.127273661,-0.559536754,0.744161096,1.470927257,1.607626221
COIL,P38432,Coilin,P38432,,1,1.323715929,2.247623756,0.538836108,-0.729746168,-1.747681234,,,,,,,,,,
COL12A1,Q99715,Collagen alpha-1(XII) chain,Q99715;Q99715-4;Q99715-2,ER,3,0.311270591,-0.592962745,-0.516264178,0.476951913,1.853077458,0.380507819,-0.596688643,-0.391096157,0.664118707,1.814837498,-0.168009293,-1.542962618,-1.440341779,-0.377594361,0.786261785
COL4A1,P02462,Collagen alpha-1(IV) chain,P02462;P02462-2,,2,,,,,,0.029134804,-1.09511133,-0.353726725,1.087802259,3.301499853,0.181675061,-1.079417046,-0.927167031,1.097813029,2.803681682
COL5A1,P20908,Collagen alpha-1(V) chain,P20908,,3,0.332049084,-0.198741994,-0.688241151,-0.327728554,-0.164366919,0.034919984,-0.673945932,-0.515604037,-0.066563329,-0.317498614,0.016068369,-0.906007215,-1.319621628,-0.975027922,-1.016628751
COLGALT1,Q8NBJ5,Procollagen galactosyltransferase 1,Q8NBJ5,ER,3,0.183327706,-0.843681054,-0.518618385,1.606063145,4.089413404,0.231432408,-0.9039271,-0.353763597,1.793895883,3.138978253,0.614380048,-0.753725699,-0.45450602,1.751078037,3.789311926
COMMD2,Q86X83,COMM domain-containing protein 2,Q86X83;Q86X83-2,,1,,,,,,-0.277446542,-0.059961077,-0.811700365,-0.663053982,-0.163914288,,,,,
COMT,P21964,Catechol O-methyltransferase,P21964;P21964-2,,3,0.263755573,-0.675719346,-0.686452288,0.879235246,2.744893024,0.48357074,-0.611314493,-0.487419121,1.10272531,2.817234394,0.578117532,-0.496101771,-0.572801486,1.034567893,2.872375692
COPA,P53621,Coatomer subunit alpha,P53621;P53621-2,Large Protein Complex,3,-0.077863058,-0.131850592,-0.247576801,0.005615567,0.078336571,0.081339627,-0.159669712,-0.149376575,-0.114160157,-0.021613976,-0.05077138,-0.422307734,-0.565950968,-0.448528279,-0.373570209
COPB1,P53618,Coatomer subunit beta,P53618,Large Protein Complex,3,-0.347802647,-0.20413333,-0.236945425,0.026587622,-0.037354739,-0.200183239,-0.1082231,-0.093032463,-0.074562583,-0.000562761,-0.174816808,-0.288452232,-0.281719485,-0.309198535,-0.275262427
COPB2,P35606,Coatomer subunit beta,P35606;P35606-2,Large Protein Complex,3,-0.074927241,-0.205380351,-0.293747957,0.061983516,0.240375394,-0.075687242,-0.215244771,-0.142703701,0.030971642,-0.00710108,-0.214307174,-0.408205708,-0.579857191,-0.322126479,-0.181934793
COPE,O14579,Coatomer subunit epsilon,O14579;O14579-3;O14579-2,Large Protein Complex,3,-0.008638702,-0.15290105,-0.348500497,-0.077756473,0.081748651,0.033088169,-0.076478068,-0.180168348,-0.022507581,0.055056793,-0.13658482,-0.357714317,-0.560068411,-0.393974769,-0.31107666
COPG1,Q9Y678,Coatomer subunit gamma-1,Q9Y678,Large Protein Complex,3,-0.313315716,-0.212517385,-0.240264647,-0.080896413,-0.025059596,-0.121329582,-0.013508968,-0.1086897,-0.026954526,-0.166599818,-0.097471006,-0.336974244,-0.322216663,-0.303632203,-0.177636945
COPG2,Q9UBF2,Coatomer subunit gamma-2,Q9UBF2;Q9UBF2-2,Large Protein Complex,3,-0.591831629,-0.174165537,-0.187082889,-0.01547627,0.415326009,-0.193271756,0.101650076,-0.315271013,-0.078700785,0.022048165,-0.560962037,-0.046101567,-0.360026996,-0.609420353,0.058247217
COPS2,P61201,COP9 signalosome complex subunit 2,P61201;P61201-2,Large Protein Complex,3,-0.703971427,0.024603367,-0.405929243,-0.722634108,-0.719518726,-0.88560632,0.053806444,-0.34391556,-0.648303834,-0.893383671,-0.27856609,0.276913483,-0.18160751,-0.836166395,-0.678741471
COPS3,Q9UNS2,COP9 signalosome complex subunit 3,Q9UNS2;Q9UNS2-2,Large Protein Complex,3,-1.026440152,0.023468281,-0.706982728,-0.641491208,-0.678395105,-0.69707855,-0.24331826,-0.499177556,-0.866515384,-0.656012373,-0.371422354,0.118625514,-0.422133747,-0.773787438,-0.520541772
COPS4,Q9BT78,COP9 signalosome complex subunit 4,Q9BT78;Q9BT78-2,Large Protein Complex,3,-0.625689401,-0.48469124,-0.608870198,-0.617941491,-0.884780271,-0.763293098,-0.050681721,-0.473670725,-0.888220817,-0.813321969,-0.378006768,0.181293413,-0.28277215,-0.806669805,-0.876704622
COPS5,Q92905,COP9 signalosome complex subunit 5,Q92905,Large Protein Complex,3,-0.546329665,0.065158675,-0.341518858,-0.657103963,-0.620179448,-0.716647123,0.048096653,-0.315073569,-0.616547294,-0.775613916,-0.232175732,0.079702372,-0.089589678,-0.86097589,-0.920270325
COPS6,Q7L5N1,COP9 signalosome complex subunit 6,Q7L5N1,Large Protein Complex,2,,,,,,-0.668684599,0.147436959,-0.278671092,-0.745188299,-0.749984369,-0.618273641,-0.15849377,-0.295375882,-0.790983408,-0.865043112
COPS7A,Q9UBW8,COP9 signalosome complex subunit 7a,Q9UBW8,Large Protein Complex,1,,,,,,-0.513810807,0.044044333,-0.252621194,-0.799771883,-0.781231229,,,,,
COPS8,Q99627,COP9 signalosome complex subunit 8,Q99627;Q99627-2,,2,-0.741589621,-0.102837037,-0.519135172,-0.433389394,-0.846272474,-0.832308094,0.103396924,-0.286920101,-0.775836213,-0.711511498,,,,,
COPZ1,P61923,Coatomer subunit zeta-1,P61923;P61923-4;P61923-5,Large Protein Complex,3,-0.50021788,-0.321964163,-0.366020182,0.031959741,0.150429698,-0.399977696,-0.342231964,-0.199586687,-0.090557131,-0.03041294,-0.262382455,-0.290638775,-0.369165884,-0.408952559,-0.287888501
COQ9,O75208,"Ubiquinone biosynthesis protein COQ9, mitochondrial",O75208,,3,-1.181345737,-0.755210341,2.60767356,4.83334553,3.174614147,-1.096498907,-0.78873855,3.087004501,4.207580546,4.478907109,-0.836372461,-0.483581358,3.43909117,5.387431475,4.765852953
CORO1B,Q9BR76,Coronin-1B,Q9BR76,Actin binding proteins,3,-1.281281101,-0.419642228,0.852638117,1.891263632,1.222371811,-0.669189222,0.063640993,1.483157952,1.127237062,1.766679961,-0.743617302,-0.290832903,1.111031312,1.663526795,1.862748926
CORO1C,Q9ULV4,Coronin-1C,Q9ULV4;Q9ULV4-2;Q9ULV4-3,,3,-0.905250463,-0.168560497,0.93402577,2.010135315,0.698485208,-0.459000678,0.238909117,1.35901507,0.851439235,0.979952158,-0.601430724,-0.259875479,1.020128789,1.250537189,1.282854909
CORO7,P57737-3,Coronin-7,P57737-3;P57737;P57737-4;P57737-2,,3,-1.194195778,-0.724206242,2.607886569,4.433026197,4.644490836,-1.134255348,-0.739733413,0.943133676,5.002297465,5.311575772,-1.115628708,-0.557836765,3.073751695,4.789885717,5.551700572
COTL1,Q14019,Coactosin-like protein,Q14019,,3,-0.447583579,-0.641783805,-0.525932628,0.847996907,1.807684643,-0.813676938,-0.966601668,-0.494048113,0.368935932,1.704119443,-0.721729717,-1.134825483,-0.576454098,0.076148597,1.830701533
COX15,Q7KZN9,Cytochrome c oxidase assembly protein COX15 homolog,Q7KZN9;Q7KZN9-2,,2,,,,,,-1.209695037,-0.779050996,3.095215554,4.344615485,5.143679121,-1.096807439,-0.623065105,2.964324693,3.769242795,4.971819421
COX17,Q14061,Cytochrome c oxidase copper chaperone,Q14061,,2,,,,,,-1.420279184,-0.464922492,2.325703013,2.920407644,3.464929601,-0.351111244,0.52656966,3.477806828,3.591200673,4.456477629
COX20,Q5RI15,Cytochrome c oxidase protein 20 homolog,Q5RI15;Q5RI15-2,,1,-1.433038758,-0.921089635,2.615934143,2.53126916,0.410232546,,,,,,,,,,
COX4I1,P13073,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",P13073,Mitochondrion,3,-1.237591649,-0.760357558,2.562669826,4.736388401,5.214047072,-1.214273699,-0.754772091,3.029982866,4.978927776,5.438259579,-1.087150892,-0.638927895,2.951662389,4.699273994,5.583007527
COX5A,P20674,"Cytochrome c oxidase subunit 5A, mitochondrial",P20674,Mitochondrion,3,-1.256838371,-0.684341032,2.785404078,4.762774013,5.441715854,-1.301870443,-0.750057159,3.065262095,4.994081845,5.551423731,-1.109358756,-0.537863897,3.188448402,5.230702581,5.276459444
COX5B,P10606,"Cytochrome c oxidase subunit 5B, mitochondrial",P10606,,2,-1.304184308,-0.728311388,2.660540768,4.767813677,5.34401178,-1.193073828,-0.708585042,1.502330602,5.152183419,3.755528558,,,,,
COX6B1,P14854,Cytochrome c oxidase subunit 6B1,P14854,,3,-1.284018797,-0.745623647,2.412889893,4.251037343,4.590901377,-1.163817315,-0.673623727,3.173335346,4.870414042,5.024718599,-0.900691328,-0.345032941,3.21428026,4.138404926,4.784451635
COX6C,P09669,Cytochrome c oxidase subunit 6C,P09669,Mitochondrion,3,-1.17625064,-0.637378626,2.807190033,4.868242274,5.57866705,-1.186590238,-0.70641763,3.277255779,5.240276162,5.538817488,-0.996052421,-0.51060093,3.194843512,4.885232684,5.601042759
COX7A2,P14406,"Cytochrome c oxidase subunit 7A2, mitochondrial",P14406,,2,,,,,,-1.166016989,-0.565502538,2.981231613,4.983404086,5.247130014,-0.758940852,-0.300341768,3.156526059,4.70354372,5.242411963
CPA4,Q9UI42,Carboxypeptidase A4,Q9UI42;Q9UI42-2,,2,,,,,,0.222062625,-0.946110166,-0.519197199,1.715541987,3.171623176,-0.141430108,-1.71278778,-1.523960556,0.442226945,2.447922969
CPD,O75976,Carboxypeptidase D,O75976;O75976-2,,3,-0.076614986,-0.484832559,-0.522757878,0.282380495,1.537544572,0.172999473,-0.374617279,-0.33151775,0.299361898,1.392811976,0.254835883,-0.568623082,-0.52402279,0.217106608,1.147827668
CPM,P14384,Carboxypeptidase M,P14384,Plasma membrane,1,,,,,,,,,,,-0.065626926,-0.26491113,-0.099417171,0.795185099,2.183931085
CPNE3,O75131,Copine-3,O75131,,3,-0.929335899,-0.652833279,-0.858933488,-0.969536786,-0.390415222,-1.039428982,-0.583289944,-0.807502806,-1.150753299,-0.483077149,-0.570035956,-0.362825665,-0.686289774,-1.041684399,-0.357030474
CPNE8,Q86YQ8,Copine-8,Q86YQ8,,3,-0.19178796,-0.246275672,-0.638321461,-0.222296245,0.7015047,0.18599337,0.041663532,-0.117990898,0.1212807,0.695459383,-0.018001258,-0.22088319,-0.503650146,-0.164286082,0.546363574
CPOX,P36551,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",P36551,,3,-1.399920588,-0.592114325,1.399553938,2.514450539,2.426291595,-1.232328254,-0.542584316,2.302845433,1.817459538,3.038172764,-0.287782825,0.528871328,3.754566868,3.536550296,3.706088449
CPS1,P31327,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",P31327;P31327-3;P31327-2,Mitochondrion,3,-1.17830611,-0.722277044,2.781632488,4.931777595,5.135904197,-1.063801178,-0.670658222,3.154275351,4.98972941,5.239283465,-1.068967531,-0.644239457,3.12383171,4.802451741,5.053849877
CPSF2,Q9P2I0,Cleavage and polyadenylation specificity factor subunit 2,Q9P2I0,,1,,,,,,0.24610401,1.444136957,-0.046339913,-0.847777634,-1.092924751,,,,,
CPSF3,Q9UKF6,Cleavage and polyadenylation specificity factor subunit 3,Q9UKF6,,2,,,,,,-0.12713185,2.221072783,0.298541019,-0.901014579,-1.158364958,0.560714954,1.519139283,-0.266819227,-1.52259207,-1.646292794
CPSF6,Q16630-2,Cleavage and polyadenylation specificity factor subunit 6,Q16630-2;Q16630;Q16630-3,,3,0.956205376,1.390282475,-0.085022244,-1.237727733,-1.706841433,1.059078342,1.505992524,0.117429084,-1.134192014,-1.503077534,1.155878733,1.427445268,-0.056626233,-1.204598759,-1.689939138
CPSF7,Q8N684,Cleavage and polyadenylation specificity factor subunit 7,Q8N684;Q8N684-2;Q8N684-3,,3,0.669933836,1.229034117,-0.3144814,-1.4336232,-1.541701998,0.846633717,1.699107385,0.01592569,-0.96716565,-1.167668949,0.842616856,1.188400925,-0.10562845,-1.20413333,-1.447721309
CPT1A,P50416,"Carnitine O-palmitoyltransferase 1, liver isoform",P50416;P50416-2,Mitochondrion,3,-1.00911773,-0.748577807,1.187007567,2.949198732,4.563097101,-0.937242758,-0.767535709,1.445091015,3.083196345,4.680324357,-0.662300324,-0.538450487,1.417271945,3.035940564,4.469430179
CPT2,P23786,"Carnitine O-palmitoyltransferase 2, mitochondrial",P23786,,3,-1.360489977,-0.689729689,2.503119718,0.994362489,2.550777563,-1.111913357,-0.658128079,3.092461173,2.705955791,5.047363887,-0.868489534,-0.370955852,3.177184302,3.60928218,4.210934292
CRABP2,P29373,Cellular retinoic acid-binding protein 2,P29373,,3,-1.674889946,-1.062896705,-1.316707781,-1.262261328,-0.360656686,-1.722896012,-1.475093828,-1.668455283,-1.499769021,-0.770412077,-1.10833196,-0.675327625,-1.17905725,-1.635360337,-0.312795945
CRAT,P43155,Carnitine O-acetyltransferase,P43155;P43155-2;P43155-3,,1,,,,,,,,,,,-0.883901448,-0.518391057,2.260417148,2.341074883,0.820975417
CREG1,O75629,Protein CREG1,O75629,Lysosome,1,,,,,,0.9655442,-0.557051198,-0.869728045,1.321581807,1.857821792,,,,,
CRELD2,Q6UXH1,Cysteine-rich with EGF-like domain protein 2,Q6UXH1;Q6UXH1-5;Q6UXH1-4;Q6UXH1-6;Q6UXH1-3;Q6UXH1-2,,3,0.241596155,-0.964179053,-0.702421177,1.561643849,4.197000396,0.370945413,-0.89381251,-0.376882298,1.857423709,3.622344723,0.684190366,-0.633837278,-0.512349016,1.799418922,3.97351944
CRIM1,Q9NZV1,Cysteine-rich motor neuron 1 protein,Q9NZV1,,1,-0.092632432,-0.719613752,-0.697780398,0.775261292,2.951158802,,,,,,,,,,
CRIP1,P50238,Cysteine-rich protein 1,P50238,,3,-0.640523809,-0.461223476,-0.792282031,-0.804224067,-0.349437616,-0.725660801,-0.654944325,-0.818299499,-0.845779746,-0.330483346,-0.402416387,-0.580072847,-0.638995292,-0.877022542,-0.400434636
CRIP2,P52943,Cysteine-rich protein 2,P52943;P52943-2,,3,-0.60755068,-0.633635817,-0.394467738,0.49487638,1.081544154,-0.332062472,-0.332044311,0.044184258,0.689746438,1.181038924,-0.439167678,-0.637894864,-0.300448367,0.468114072,1.112366523
CRIPT,Q9P021,Cysteine-rich PDZ-binding protein,Q9P021,,1,1.589763487,0.713079899,-0.066759749,-0.781652791,-0.90260495,,,,,,,,,,
CRK,P46108,Adapter molecule crk,P46108,,1,,,,,,,,,,,-0.239923863,-0.579339748,-0.741444895,0.301002256,1.702834822
CRLF1,O75462,Cytokine receptor-like factor 1,O75462,,2,0.032241931,-0.990165561,-0.791058297,0.770786769,2.285934808,,,,,,0.343350966,-0.900395079,-0.875116071,0.713167903,1.700839178
CRNKL1,Q9BZJ0-2,Crooked neck-like protein 1,Q9BZJ0-2;Q9BZJ0;Q9BZJ0-3,,2,0.436588294,2.18215198,0.240375394,-1.01730024,-1.700075484,,,,,,0.445938537,1.458066971,0.264836648,-1.135744509,-1.706653061
CRTAP,O75718,Cartilage-associated protein,O75718,,3,0.362890643,-0.80432484,-0.570078792,1.579373267,5.047363887,0.33822472,-0.791807399,-0.336864911,1.812744643,4.108106224,0.372952098,-1.037562029,-0.818528472,1.327572404,3.380867949
CRYZ,Q08257,Quinone oxidoreductase,Q08257;Q08257-3;Q08257-2,,3,-1.058292691,-0.573638622,1.766001425,1.842214554,1.797096008,-1.025147677,-0.632718407,1.861161366,1.7714208,1.956316909,-0.645886408,-0.234176743,2.213285062,2.091192052,2.378095401
CS,O75390,"Citrate synthase, mitochondrial",O75390,Mitochondrion,3,-1.210462703,-0.729315584,2.835156049,5.193101483,5.394239735,-1.146722886,-0.709646376,3.229418727,5.234462999,5.512005597,-0.825363485,-0.404744608,3.41467678,5.155830172,5.253875842
CSDE1,O75534,Cold shock domain-containing protein E1,O75534;O75534-4,,3,1.312316654,1.121148056,-0.225446953,-0.988389866,-0.793581824,1.305211776,1.050606174,-0.230786831,-1.130239119,-0.943832694,1.151079473,0.846152284,-0.515418427,-1.34318332,-1.310110462
CSE1L,P55060,Exportin-2,P55060;P55060-3;P55060-4,,3,-1.590006313,-0.732739883,-1.14286298,-1.170393954,-0.557433312,-1.793406784,-0.718283948,-1.19779851,-1.293641852,-0.742216932,-1.073393259,-0.407172245,-0.815605437,-1.467812727,-0.392743081
CSK,P41240,Tyrosine-protein kinase CSK,P41240,,3,-0.816697705,-0.6347106,-0.552008286,-0.214809382,0.013497992,-0.431734358,-0.086078518,-0.206528563,0.25011268,0.340049473,-0.459635414,-0.495735559,-0.148560765,0.06474492,0.271784214
CSNK1A1,P48729,Casein kinase I isoform alpha,P48729;P48729-2;P48729-3;Q8N752,,3,-0.142178208,0.145873062,-0.185621849,-0.309877955,-0.414152918,0.157819839,0.043344505,-0.067893462,-0.205214019,-0.394581525,-0.064887295,-0.351608189,-0.273151349,-0.493682421,-0.712338589
CSNK1E,P49674,Casein kinase I isoform epsilon,P49674,,3,0.547054922,0.634964929,0.115965432,-0.463449704,-0.692991229,0.701327257,0.601696516,0.216361735,-0.391739559,-0.806316555,-0.067515458,-0.138235156,-0.558389042,-1.154762882,-1.559919527
CSNK2A1,P68400,Casein kinase II subunit alpha,P68400;Q8NEV1;P68400-2,Large Protein Complex,3,-0.616680017,0.194591403,-0.206195654,-0.489645659,-0.57260837,-0.692058608,0.279887255,-0.147681487,-0.382569856,-0.602876113,-0.380972073,0.554637964,0.10272531,-0.603073324,-0.511649527
CSNK2A2,P19784,Casein kinase II subunit alpha,P19784,Large Protein Complex,3,-0.60845222,0.427498905,-0.318415805,-0.660246892,-0.882757117,-0.026249145,0.28036249,0.139731422,-0.498117605,-0.672036768,0.040541794,0.509442493,-0.042545949,-0.584609084,-0.919669794
CSNK2B,P67870,Casein kinase II subunit beta,P67870,Large Protein Complex,3,-0.558389042,0.196481149,-0.221202689,-0.507172612,-0.787094538,-0.153847716,0.382058509,-0.234346448,-0.50050359,-0.550401651,-0.254014081,0.325731791,0.060739158,-0.51060093,-0.922647607
CSPG4,Q6UVK1,Chondroitin sulfate proteoglycan 4,Q6UVK1,Plasma membrane,3,-0.758062217,-0.545171356,-0.572801486,0.46665322,2.535978276,-0.375627675,-0.196508425,-0.003437707,0.893051503,2.44105847,-0.361694423,-0.36308542,-0.312545089,0.578214165,2.81925943
CSRP1,P21291,Cysteine and glycine-rich protein 1,P21291,,3,-0.886993014,-0.481444719,0.193834811,1.236033332,1.629100118,-0.48096139,-0.121926029,0.66247897,1.190678066,2.13333336,-0.578068489,-0.422385069,0.558071669,1.436108524,2.217820084
CSTB,P04080,Cystatin-B,P04080,,3,-1.51601659,-1.206894852,-1.5081982,-1.400225187,-0.675995919,-1.669097459,-1.243591524,-1.473770898,-1.461958547,-0.610212946,-0.699747391,-0.274948187,-0.904575126,-1.36367932,-0.18304811
CSTF2,P33240,Cleavage stimulation factor subunit 2,P33240;P33240-2,,3,0.106750315,1.280659432,-0.558601512,-1.482411862,-1.637199108,0.291603558,1.978268861,0.150949541,-0.967729853,-1.166696979,-0.010192493,1.291249913,-0.242976753,-1.24249878,-1.816240376
CSTF3,Q12996,Cleavage stimulation factor subunit 3,Q12996,,3,0.035764654,0.772223506,-0.36215794,-1.305360462,-1.139331133,0.312200463,1.5601769,-0.09324791,-0.724516107,-0.893464069,0.027437183,1.430392334,-0.088193391,-1.217255964,-1.532115393
CTAG2,O75638-2,Cancer/testis antigen 2,O75638-2,,1,,,,,,-0.100839841,0.057831475,-0.258476925,-0.879117267,-0.595729013,,,,,
CTAGE5,O15320,cTAGE family member 5,O15320;O15320-3;O15320-10;O15320-8;O15320-4;O15320-5;O15320-6;O15320-7;O15320-2;O15320-9,,3,0.306612224,-0.702491607,-0.768100696,0.958582874,2.545449498,0.512176309,-0.735043282,-0.447760663,1.192509819,2.244978366,0.876173114,-0.394429812,-0.394619455,1.374010058,4.132494589
CTNNA1,P35221,Catenin alpha-1,P35221;P35221-2;P35221-3,,3,0.091259766,0.427284346,-0.035490467,-0.422945868,-0.376751167,0.184851546,0.526970214,0.002882509,-0.555184537,-0.610587378,-0.275437035,-0.249393495,-0.547636512,-0.864333803,-1.10166006
CTNNAL1,Q9UBT7,Alpha-catulin,Q9UBT7;Q9UBT7-2;Q9UBT7-3,,3,-0.902443137,-0.386204349,-0.238850917,0.710349106,1.924517998,-0.436861399,-0.021233264,0.290188457,1.080657663,2.161790962,-0.787592526,-0.842464693,-0.658902338,0.066399229,1.32849183
CTNNB1,P35222,Catenin beta-1,P35222,,3,-0.33077363,-0.343842319,-0.111258699,-0.1955664,0.260989139,-0.088960414,0.141432791,-0.120827502,-0.330011758,0.402503901,-0.100870784,-0.094356432,-0.014543288,-0.130823465,0.088684372
CTNNBL1,Q8WYA6,Beta-catenin-like protein 1,Q8WYA6;Q8WYA6-4;Q8WYA6-3;Q8WYA6-2,,2,,,,,,-0.312007685,1.975410079,0.314058409,-0.751951002,-1.317462658,-0.086982323,1.312374747,0.095181789,-1.18150934,-1.698669896
CTNND1,O60716-3,Catenin delta-1,O60716-3;O60716-5;O60716;O60716-2;O60716-8;O60716-7;O60716-4;O60716-6;O60716-13;O60716-11;O60716-10;O60716-9;O60716-21;O60716-19;O60716-16;O60716-15;O60716-18;O60716-17;O60716-14;O60716-12;O60716-24;O60716-23;O60716-22;O60716-20;O60716-29;O60716-27;O60716-26;O60716-25;O60716-32;O60716-31;O60716-30;O60716-28,,3,0.309176187,0.324349789,-0.26174233,-0.351442522,-0.253412051,0.334110568,0.330443668,-0.05328411,-0.383077758,-0.321801865,0.319271091,0.006764782,-0.262711278,-0.294933329,-0.357936173
CTPS1,P17812,CTP synthase 1,P17812;P17812-2,,3,-1.137616058,-0.47048886,-0.837712609,-0.883608626,-0.656580807,-1.212333514,-0.625667141,-0.907116034,-1.151714583,-0.538764829,-0.800073292,-0.370508152,-0.841042592,-1.099030819,-0.574712583
